1E,94,2A,30,41,37,41,34,32,AC,3F,50,3F,FF,40,0E,05,FF,FF,FF,11,07,FF,FF,A2,06,21,06,FF,FF,E0,F8,89,FC,FE,FE,FB,FB,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,F3,28,
1E,94,2A,30,41,37,41,34,32,6C,40,50,33,FF,41,0E,05,FF,FF,FF,12,07,FF,FF,A8,05,25,06,FF,FF,E0,F8,87,EF,FE,FE,01,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,8F,25,
1E,94,2A,30,41,37,41,34,32,8C,75,50,44,FF,41,0E,05,FF,FF,FF,13,05,FF,FF,9A,06,19,06,FF,FF,E0,F8,87,FF,02,01,FF,FE,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,66,9B,
1E,94,2A,30,41,37,41,34,32,2C,A1,1C,2F,FF,3F,0E,05,FF,FF,FF,15,07,FF,FF,A4,06,23,06,FF,FF,E0,F8,89,0F,03,03,03,03,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,0E,D8,
1E,94,2A,30,41,37,41,34,32,4C,BC,1C,3E,FF,41,0C,06,FF,FF,FF,14,06,FF,FF,A9,05,26,06,FF,FF,E0,F8,84,D0,FD,FC,03,02,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,3F,5B,
1E,94,2A,30,41,37,41,34,32,0C,D0,1C,45,FF,41,0D,05,FF,FF,FF,13,07,FF,FF,AD,05,29,06,FF,FF,E0,F8,87,F7,00,00,02,02,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,A1,86,
1E,94,2A,30,41,37,41,34,32,AC,AE,42,1D,FF,41,0D,06,FF,FF,FF,15,06,FF,FF,A1,06,20,06,FF,FF,E0,F8,87,EC,01,01,00,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,8B,5D,
1E,94,2A,30,41,37,41,34,32,2C,31,42,34,FF,41,0D,06,FF,FF,FF,16,06,FF,FF,A2,06,20,06,FF,FF,E0,F8,8A,02,04,03,FB,FA,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,CF,48,
1E,94,2A,30,41,37,41,34,32,8C,54,42,25,FF,44,0D,05,FF,FF,FF,14,06,FF,FF,A2,06,21,06,FF,FF,E0,F8,88,F7,03,02,01,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,A5,A1,
1E,94,2A,30,41,37,41,34,32,CC,CC,43,19,FF,3E,0E,07,FF,FF,FF,14,06,FF,FF,A3,06,22,06,FF,FF,E0,F8,87,F2,00,FF,00,FF,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,09,B6,
1E,94,2A,30,41,37,41,34,32,8C,5B,43,10,FF,42,0C,06,FF,FF,FF,12,06,FF,FF,A6,06,25,06,FF,FF,E0,F8,8A,17,00,00,00,FF,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,35,BA,
1E,94,2A,30,41,37,41,34,32,EC,38,28,3D,FF,3E,0E,06,FF,FF,FF,15,06,FF,FF,A2,06,21,06,FF,FF,E0,F8,89,F4,02,02,00,FF,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,88,88,
1E,94,2A,30,41,37,41,34,32,4C,F0,28,4C,FF,45,0D,05,FF,FF,FF,13,07,FF,FF,B7,03,36,03,FF,FF,E0,F8,85,F5,03,03,04,04,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,F4,E5,
1E,94,2A,30,41,37,41,34,32,EC,F8,10,31,FF,3F,0E,06,FF,FF,FF,14,07,FF,FF,A4,06,23,06,FF,FF,E0,F8,87,F9,02,02,01,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,0D,FE,
1E,94,2A,30,41,37,41,34,32,2C,98,27,2A,FF,41,0C,06,FF,FF,FF,13,07,FF,FF,A6,06,25,06,FF,FF,E0,F8,8A,FF,02,02,02,01,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,94,AB,
1E,94,2A,30,41,37,41,34,32,8C,DA,27,30,FF,43,0C,06,FF,FF,FF,13,07,FF,FF,AA,05,29,05,FF,FF,E0,F8,88,E9,05,05,03,02,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,DC,B4,
1E,94,2A,30,41,37,41,34,32,8C,2E,10,2E,FF,40,0E,05,FF,FF,FF,14,07,FF,FF,A4,06,25,05,FF,FF,E0,F8,86,ED,03,03,FC,FB,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,6F,09,
1E,94,2A,30,41,37,41,34,32,2C,0A,0A,1E,FF,40,0D,06,FF,FF,FF,12,06,FF,FF,A7,06,29,05,FF,FF,E0,F8,8A,F7,FD,FC,FF,FE,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,60,5A,
1E,94,2A,30,41,37,41,34,32,2C,09,15,0A,FF,41,0D,05,FF,FF,FF,12,05,FF,FF,A2,06,21,06,FF,FF,E0,F8,89,01,05,05,05,03,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,E6,EE,
1E,94,2A,30,41,37,41,34,32,CC,A1,12,24,FF,47,0C,05,FF,FF,FF,14,06,FF,FF,A4,06,23,06,FF,FF,E0,F8,89,04,03,02,01,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,C0,6F,
1E,94,2A,30,41,37,41,34,32,EC,94,50,2E,FF,41,0C,06,FF,FF,FF,12,06,FF,FF,A6,06,28,05,FF,FF,E0,F8,8A,EF,FD,FC,FF,FE,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,83,3C,
1E,94,2A,30,41,37,41,34,32,EC,F8,10,31,FF,3F,0E,06,FF,FF,FF,14,07,FF,FF,A4,06,23,06,FF,FF,E0,F8,87,F9,02,02,01,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,0D,FE,
1E,94,2A,30,41,37,41,34,32,2C,98,27,2A,FF,41,0C,06,FF,FF,FF,13,07,FF,FF,A6,06,25,06,FF,FF,E0,F8,8A,FF,02,02,02,01,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,94,AB,
1E,94,2A,30,41,37,41,34,32,8C,DA,27,30,FF,43,0C,06,FF,FF,FF,13,07,FF,FF,AA,05,29,05,FF,FF,E0,F8,88,E9,05,05,03,02,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,DC,B4,
1E,94,2A,30,41,37,41,34,32,8C,2E,10,2E,FF,40,0E,05,FF,FF,FF,14,07,FF,FF,A4,06,25,05,FF,FF,E0,F8,86,ED,03,03,FC,FB,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,6F,09,
1E,94,2A,30,41,37,41,34,32,2C,0A,0A,1E,FF,40,0D,06,FF,FF,FF,12,06,FF,FF,A7,06,29,05,FF,FF,E0,F8,8A,F7,FD,FC,FF,FE,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,60,5A,
1E,94,2A,30,41,37,41,34,32,2C,09,15,0A,FF,41,0D,05,FF,FF,FF,12,05,FF,FF,A2,06,21,06,FF,FF,E0,F8,89,01,05,05,05,03,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,E6,EE,
1E,94,2A,30,41,37,41,34,32,CC,A1,12,24,FF,47,0C,05,FF,FF,FF,14,06,FF,FF,A4,06,23,06,FF,FF,E0,F8,89,04,03,02,01,00,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,C0,6F,
1E,94,2A,30,41,37,41,34,32,EC,94,50,2E,FF,41,0C,06,FF,FF,FF,12,06,FF,FF,A6,06,28,05,FF,FF,E0,F8,8A,EF,FD,FC,FF,FE,FF,FF,AE,F4,E3,FC,1F,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,FF,83,3C,
